Variant	Marker
rs7836134	mh08USC-8pB
rs7838695	mh08KK-039
rs7838695	mh08KKCS-039
rs7838699	mh08SHY-006
rs7838817	mh08SHY-006
rs7839517	mh08KKCS-039
rs78467183	mh08SHY-004
rs7849565	mh09KKCS-145
rs78548506	mh15ZBF-001
rs78549053	mh18CP-003
rs7855880	mh09USC-9pB
rs78561058	mh02KKCS-014
rs78598734	mh21USC-21qB
rs78602986	mh09SHY-004
rs78610507	mh04CP-004
rs786247	mh02KK-201
rs78689987	mh14ZHA-006
rs7869450	mh09USC-9pB
rs7869548	mh09USC-9pB
rs7869638	mh09USC-9pB
rs78817707	mh15PK-75170
rs78855665	mh20SHY-001
rs78871226	mh17KKCS-272
rs78902658	mh21KK-320
rs78902658	mh21KKCS-320
rs7896450	mh10CP-006
rs7898198	mh10PK-62104
rs78983027	mh16KKCS-259
rs79004033	mh12KKCS-209
rs79064857	mh08SHY-001
rs79080004	mh16SHY-001
rs7909236	mh10KK-086
rs79136309	mh08SHY-003
rs7916819	mh10PK-62104
rs7926642	mh11CP-005
rs79276692	mh04ZHA-002
rs7928046	mh11KK-092
rs79323262	mh13KKCS-222
rs79327757	mh17KKCS-272
rs7936934	mh11KKCS-190
rs79370786	mh10LV-03
rs79374881	mh05KKCS-170
rs7943404	mh11USC-11qB
rs79458371	mh16KKCS-262
rs79487985	mh14USC-14qB
rs79518366	mh03SHY-005
rs7954300	mh12USC-12qA
rs79558241	mh22KKCS-340
rs79563339	mh10KKCS-162
rs7957367	mh12USC-12qA
rs7959051	mh12KKCS-201
rs7959164	mh12KKCS-201
rs7959186	mh12KKCS-201
rs7968202	mh12CP-007
rs7969300	mh12KK-042
rs7970874	mh12KK-093
rs7972446	mh12KKCS-201
rs79763993	mh15KKCS-067
rs7977346	mh12USC-12qC
rs79793450	mh01KKCS-213
rs7993431	mh13KKCS-221
rs7998959	mh13CP-010
rs79989676	mh02KKCS-022
rs8000060	mh13USC-13qD
rs8003362	mh14PK-72639
rs8003494	mh14PK-72639
rs8003747	mh14PK-72639
rs80047978	mh15KK-104
rs80052994	mh05KKCS-020
rs8005686	mh14USC-14qC
rs8005709	mh14USC-14qC
rs80063668	mh08USC-8pA
rs8012670	mh14ZHA-003
rs80137938	mh01CP-007
rs8019382	mh14SHY-002
rs80207925	mh18KKCS-293
rs80213582	mh16ZHA-009
rs80244780	mh05KKCS-170
rs80257253	mh16SHY-001
rs80258314	mh15PK-75170
rs80278660	mh21KKCS-324
rs8034380	mh15SHY-004
rs8034493	mh15SHY-004
rs8035569	mh15SHY-004
rs8035595	mh15SHY-004
rs8052581	mh16ZHA-003
rs8054060	mh16PK-83483
rs8054367	mh16PK-83483
rs8055359	mh16PK-83483
rs8055512	mh16PK-83483
rs8055517	mh16PK-83483
rs8055777	mh16KK-062
rs8058168	mh16KKCS-259
rs806301	mh13KK-047
rs8074560	mh17KKCS-013
rs8074965	mh17KK-014
rs8075367	mh17KK-110
rs8082481	mh17USC-17qB
rs8094771	mh18SHY-002
rs8102417	mh19ZHA-007
rs8104441	mh19KK-301
rs8106726	mh19ZHA-007
rs8107824	mh19ZHA-009
rs8108729	mh19ZHA-009
rs8108835	mh19ZHA-009
rs8110107	mh19SHY-001
rs8110128	mh19SHY-001
rs8126597	mh21KK-315
rs8126597	mh21KKCS-315
rs8131148	mh21AT-41
rs8131148	mh21KK-315
rs8131148	mh21KKCS-315
rs8133697	mh21KK-324
rs8133697	mh21KKCS-324
rs8136173	mh22ZHA-008
rs8137373	mh22KK-069
rs8142282	mh22ZHA-008
rs815738	mh01ZHA-009
rs8179472	mh01CP-012
rs8181836	mh13KKCS-213
rs8181845	mh13KK-213
rs8181845	mh13KKCS-213
rs8192488	mh22AT-45
rs8193001	mh09KK-157
rs8193001	mh09KKCS-157
rs825588	mh16KKCS-262
rs825589	mh16KKCS-262
rs8327	mh17KK-052
rs841863	mh01ZHA-011
rs843520	mh03USC-3qC
rs843814	mh01ZHA-009
rs844829	mh20USC-20pB
rs844830	mh20USC-20pB
rs861133	mh16KKCS-262
rs861907	mh01CP-007
rs863752	mh16KKCS-262
rs867005	mh02ZHA-012
rs870347	mh05KK-062
rs870348	mh05KK-062
rs870879	mh01USC-1qA
rs870880	mh01USC-1qA
rs872809	mh14NH-22
rs872810	mh14NH-22
rs874967	mh03KKCS-016
rs874969	mh03KKCS-016
rs877630	mh18ZHA-005
rs885479	mh16KK-096
rs903164	mh17CP-002
rs910230	mh01NH-01
rs911700	mh10NH-16
rs911701	mh10NH-16
rs911703	mh10NH-16
rs912807	mh10SHY-002
rs914737	mh09SHY-004
rs914738	mh09SHY-004
rs914739	mh09SHY-004
rs915907	mh10KK-101
rs915908	mh10KK-101
rs921781	mh08ZHA-003
rs922794	mh08KK-039
rs922794	mh08KKCS-039
rs922795	mh08KK-039
rs925115	mh15SHY-002
rs9260770	mh06KKCS-090
rs9270967	mh06SHY-003
rs9270968	mh06SHY-003
rs9270969	mh06SHY-003
rs9270970	mh06SHY-003
rs9270971	mh06SHY-003
rs9270972	mh06SHY-003
rs9300648	mh13KKCS-221
rs9306757	mh0XUSC-XpA
rs9310444	mh03KKCS-016
rs9310445	mh03KKCS-016
rs9313013	mh05SHY-001
rs9315199	mh13USC-13qA
rs9319142	mh13USC-13qC
rs9324441	mh08USC-8qC
rs9344244	mh06SHY-005
rs9356632	mh06KK-101
rs935825	mh08PK-46625
rs935826	mh08PK-46625
rs935827	mh08PK-46625
rs9361886	mh06SHY-005
rs9365583	mh06USC-6qD
rs9365584	mh06USC-6qD
rs9366917	mh06SHY-004
rs9379570	mh06USC-6pA
rs9394384	mh06SHY-004
rs9398528	mh06USC-6qC
rs9408671	mh09AT-15
rs9408671	mh09KK-033
rs9408672	mh09AT-15
rs9423462	mh10KKCS-162
rs9423463	mh10KKCS-162
rs9423466	mh10KK-163
rs9424470	mh01KKCS-213
rs943547	mh10CP-005
rs9457084	mh06KKCS-104
rs9489814	mh06USC-6qC
rs949778	mh02ZHA-012
rs9501899	mh06KK-025
rs9507311	mh13CP-008
rs9510616	mh13AT-26
rs9510616	mh13KK-213
rs9510616	mh13KKCS-213
rs9514021	mh13ZHA-002
rs9514022	mh13ZHA-002
rs952210	mh02ZHA-012
rs9529023	mh13KK-225
rs9529023	mh13KKCS-225
rs9534373	mh13KKCS-217
rs9536428	mh13KKCS-218
rs9536429	mh13KK-218
rs9536429	mh13KKCS-218
rs9536429	mh13SHY-003
rs9536430	mh13KK-218
rs9536430	mh13KKCS-218
rs9536430	mh13SHY-003
rs9542260	mh13LV-10
rs9551406	mh13SHY-001
rs9553248	mh13CP-008
rs9553249	mh13CP-008
rs9554176	mh13SHY-001
rs9557588	mh13KKCS-221
rs9562648	mh13KK-217
rs9562648	mh13KKCS-217
rs9562649	mh13AT-27
rs9562649	mh13KK-217
rs9562649	mh13KKCS-217
rs9564682	mh13LV-10
rs9572429	mh13LV-10
rs9579117	mh13SHY-001
rs9583061	mh13KKCS-222
rs9598587	mh13USC-13qB
rs960064	mh02USC-2qB
rs961301	mh21KK-316
rs961301	mh21KKCS-316
rs961302	mh21KK-316
rs961302	mh21KKCS-316
rs9628590	mh22KKCS-340
rs965140	mh03USC-3qC
rs967066	mh07KK-030
rs9684324	mh04USC-4qC
rs971074	mh04KK-029
rs9714725	mh04ZHA-001
rs9787807	mh11USC-11qC
rs9788773	mh15SHY-002
rs9807185	mh18USC-18qB
rs9818127	mh03SHY-005
rs9831674	mh03ZHA-009
rs9832546	mh03KKCS-018
rs9833841	mh03USC-3qC
rs9838878	mh03ZHA-001
rs9848767	mh03USC-3qC
rs9849667	mh03USC-3pA
rs9853649	mh03USC-3pA
rs986696	mh02SHY-004
rs9867515	mh03KKCS-016
rs9867516	mh03KKCS-016
rs986952	mh0XUSC-XqD
rs9870146	mh03KKCS-018
rs9870526	mh03USC-3pC
rs9873644	mh03KK-006
rs9878130	mh03LV-06
rs9878282	mh03LV-06
rs9886647	mh08ZHA-010
rs9886648	mh08ZHA-010
rs9895831	mh17USC-17qA
rs9897281	mh17CP-006
rs9904113	mh17USC-17pA
rs9907137	mh17KK-055
rs9908046	mh17KK-110
rs9925859	mh16PK-83544
rs9926495	mh16KK-049
rs9926495	mh16KKCS-049
rs9929895	mh16PK-83544
rs9932071	mh16SHY-003
rs9937460	mh16KKCS-049
rs9937467	mh16AT-33
rs9937467	mh16KK-049
rs9937467	mh16KKCS-049
rs9939248	mh16KK-302
rs9939248	mh16KKCS-302
rs9943694	mh12ZHA-008
rs9943755	mh12ZHA-008
rs9947384	mh18PK-87558
rs9947941	mh18ZBF-002
rs9962474	mh18PK-87558
rs9987090	mh08SHY-002
rs9996466	mh04USC-4qA
