Marker	Extent	Ae	FailMode	MaxAltFreq	LowComplexRepeats	Repeats	STRs
mh12KK-199.v1	167	4.255	[str]				D12S391;vWA
mh12KK-199.v2	209	4.272	[str]				D12S391;vWA
mh12KK-201.v3	324	11.507	[length]				
mh12NH-20	165	1.781	[str]				vWA
mh12SCUZJ-0000863	213	4.603	[repeat][str]			SINE>Alu>AluY[chr12:200103-200406]	vWA
mh12SCUZJ-0004616	260	5.11	[repeat][str]			SINE>Alu>AluSg[chr12:965693-965982]	vWA
mh12SCUZJ-0007105	324	2.721	[length][str]				vWA
mh12SCUZJ-0013071.v1	274	4.727	[length][str]				D12S391;vWA
mh12SCUZJ-0013071.v2	321	7.359	[length][str]				D12S391;vWA
mh12SCUZJ-0037971	338	5.352	[length][str]				D12S391;vWA
mh12SCUZJ-0049983	345	1.065	[length][str]				D12S391;vWA
mh12SCUZJ-0055572	161	4.572	[indel][str]	0.07281			D12S391;vWA
mh12SCUZJ-0091823	292	7.04	[length][repeat]			SINE>Alu>AluY[chr12:24943702-24944003]	
mh12SCUZJ-0109036	299	3.165	[length][repeat]			SINE>Alu>AluSx1[chr12:29254669-29254966];LTR>ERVL-MaLR>MLT1B[chr12:29255066-29255467]	
mh12SCUZJ-0127578	335	4.096	[length][lowcomplex][repeat]		G-rich	SINE>Alu>AluYj4[chr12:32046227-32046243];SINE>Alu>AluYj4[chr12:32046271-32046557]	
mh12SCUZJ-0169431	35	3.089	[indel][repeat]	0.161		SINE>Alu>AluSx1[chr12:45443169-45443312]	
mh12SCUZJ-0181516	166	6.692	[repeat]			SINE>Alu>AluSc8[chr12:49981552-49981841]	
mh12SCUZJ-0212703	271	4.746	[length][repeat]			LINE>L1>L1MDa[chr12:61073092-61074792]	
mh12SCUZJ-0223636.v1	236	5.672	[repeat]			LTR>ERVL-MaLR>THE1B[chr12:63746488-63746844]	
mh12SCUZJ-0223636.v2	257	5.03	[repeat]			LTR>ERVL-MaLR>THE1B[chr12:63746488-63746844]	
mh12SCUZJ-0223636.v3	68	4.857	[repeat]			LTR>ERVL-MaLR>THE1B[chr12:63746488-63746844]	
mh12SCUZJ-0234264	343	4.605	[indel][length][repeat]	0.1955		LINE>L2>L2a[chr12:69041838-69041897];SINE>Alu>AluJr[chr12:69041897-69042201]	
mh12SCUZJ-0253825	177	2.963	[indel][repeat]	0.2062		SINE>Alu>AluSz[chr12:76223312-76223593]	
mh12SCUZJ-0265665.v1	160	1.0	[indel]	0.3164			
mh12SCUZJ-0265665.v2	73	1.0	[indel]	0.3164			
mh12SCUZJ-0276370.v1	283	1.0	[indel][length]	0.3045			
mh12SCUZJ-0284369	60	1.253	[indel]	0.3955			
mh12SCUZJ-0285704	319	7.249	[length][repeat]			LTR>ERVL>MER70-int[chr12:90398928-90399629]	
mh12SCUZJ-0308915	336	12.688	[indel][length][repeat]	0.08805		LINE>L1>L1PA16[chr12:97397632-97397820];SINE>Alu>AluJo[chr12:97397984-97398312]	
mh12SCUZJ-0311722	313	4.344	[length]				
mh12SCUZJ-0326486.v1	286	2.934	[length][repeat]			SINE>Alu>AluSz[chr12:104452859-104453158]	
mh12SCUZJ-0326486.v2	282	3.406	[length][repeat]			SINE>Alu>AluSz[chr12:104452859-104453158]	
mh12SCUZJ-0331644	323	2.921	[indel][length]	0.452			
mh12SCUZJ-0345285	195	1.923	[indel][repeat]	0.07322		SINE>Alu>AluJo[chr12:112713102-112713230]	
mh12SCUZJ-0347622	322	4.476	[indel][length][repeat]	0.1018		SINE>Alu>AluYg6[chr12:113607795-113608103]	
mh12SCUZJ-0363998	329	6.952	[length]				
mh12SCUZJ-0364164	92	4.512	[repeat]			SINE>Alu>AluY[chr12:117739073-117739359]	
mh12SCUZJ-0374276	339	3.704	[length][repeat]			SINE>Alu>AluY[chr12:121446113-121446405]	
mh12SCUZJ-0382800	336	6.532	[length][repeat]			LTR>ERVL-MaLR>MLT1D[chr12:124832826-124833193]	
mh12SCUZJ-0396248	320	5.221	[length][repeat]			LINE>L1>L1PB4[chr12:127787846-127788155];SINE>Alu>AluSx3[chr12:127788155-127788459]	
mh12SCUZJ-0420557	311	8.141	[length]				
mh12SCUZJ-0423152	262	6.36	[length]				
mh12SCUZJ-0429356.v1	341	2.869	[indel][length][repeat]	0.2705		LINE>L1>L1MD2[chr12:132759288-132759507]	
mh12SHY-001.v1	114	4.064	[str]				D12S391;vWA
mh12SHY-001.v2	140	6.308	[str]				D12S391;vWA
mh12SHY-001.v3	75	4.026	[str]				D12S391;vWA
mh12SHY-001.v4	116	2.465	[str]				D12S391;vWA
mh12USC-12pA	87	3.521	[str]				D12S391;vWA
mh12WL-001.v2	275	1.0	[length]				
mh12WL-002.v1	196	4.986	[indel]	0.07886			
mh12WL-002.v2	268	6.19	[indel][length]	0.07886			
mh12WL-002.v3	318	6.494	[indel][length]	0.07886			
mh12WL-003	38	1.0	[indel]	0.03057			
mh12WL-006	194	3.539	[str]				D12S391
mh12WL-010.v2	263	4.015	[length]				
mh12WL-011.v1	172	1.146	[indel][str]	0.4453			vWA
mh12WL-011.v2	94	1.0	[indel][str]	0.4453			vWA
mh12WL-013.v1	144	1.0	[indel]	0.04367			
mh12WL-013.v2	287	1.0	[indel][length]	0.04367			
mh12WL-013.v3	80	1.0	[indel]	0.04367			
mh12WL-022.v2	270	3.6	[length]				
mh12WL-027	197	3.197	[indel]	0.06883			
mh12WL-031.v1	31	3.556	[str]				D12S391;vWA
mh12WL-031.v2	221	4.133	[str]				D12S391;vWA
mh12WL-034	23	3.33	[str]				D12S391
mh12WL-045	300	2.861	[length]				
mh12WL-046	134	1.0	[indel]	0.04888			
mh12WL-047	127	1.0	[indel]	0.36			
mh12WL-051	178	4.574	[str]				D12S391;vWA
mh12WL-053	134	3.408	[indel][str]	0.008754			D12S391;vWA
mh12WL-055	191	1.442	[indel][str]	0.02291			D12S391;vWA
mh12WL-056	112	2.753	[indel]	0.3682			
mh12WL-057	191	3.527	[str]				D12S391
mh12ZHA-008	423	3.242	[length][repeat]			LTR>ERV1>MER61-int[chr12:83827999-83828990]	
mh13CP-008	32	2.848	[repeat]			LINE>L1>L1PA4[chr13:24342490-24347980]	
mh13CP-010	33	2.871	[repeat]			SINE>Alu>AluJr[chr13:29217835-29218158]	
mh13FHL-002	206	4.086	[indel]	0.4297			
mh13KK-213.v2	273	5.346	[length]				
mh13KK-213.v3	273	5.72	[length]				
mh13KK-213.v5	298	4.452	[length]				
mh13KK-217.v5	345	8.903	[length]				
mh13KK-218.v2	263	8.862	[length]				
mh13KK-221.v2	338	5.779	[length]				
mh13LS-13qD	94	3.041	[str]				D13S317
mh13LS-13qE	197	2.559	[str]				D13S317
mh13LV-10.v1	194	10.385	[indel][repeat]	0.02706		SINE>Alu>AluSg[chr13:70291856-70292166]	
mh13LV-10.v2	293	11.111	[indel][length][repeat]	0.02706		SINE>Alu>AluSg[chr13:70291856-70292166]	
mh13LW-33	76	3.663	[repeat][str]			LINE>L1>L1PB1[chr13:80577346-80582407]	D13S317
mh13SCUZJ-0007107	309	1.524	[length]				
mh13SCUZJ-0013697	309	4.66	[indel][length][repeat]	0.03943		LINE>L1>L1MB2[chr13:21115453-21115650]	
mh13SCUZJ-0022455	336	3.144	[indel][length]	0.2491			
mh13SCUZJ-0036837	297	5.395	[indel][length][repeat]	0.3885		SINE>Alu>AluY[chr13:24661258-24661560]	
mh13SCUZJ-0045733	256	9.643	[repeat]			SINE>Alu>AluY[chr13:26484894-26485205]	
mh13SCUZJ-0049124	323	2.756	[indel][length][repeat]	0.3292		SINE>Alu>AluSz6[chr13:27608795-27609092];SINE>Alu>AluSx[chr13:27609148-27609455]	
mh13SCUZJ-0056454	191	1.0	[indel]	0.07922			
mh13SCUZJ-0064820	239	4.422	[repeat]			SINE>Alu>AluY[chr13:32274425-32274729]	
mh13SCUZJ-0098743	225	9.077	[repeat]			SINE>Alu>AluY[chr13:43120326-43120631]	
mh13SCUZJ-0108086	335	1.015	[indel][length]	0.1198			
mh13SCUZJ-0114108	317	7.713	[length]				
mh13SCUZJ-0115873	86	4.681	[repeat]			SINE>Alu>AluSz[chr13:49538877-49539164]	
mh13SCUZJ-0139792	318	6.531	[length]				
mh13SCUZJ-0181449	184	1.0	[indel]	0.1695			
mh13SCUZJ-0192805	274	3.316	[indel][length][str]	0.4521			D13S317
mh13SCUZJ-0205653	349	8.912	[indel][length][repeat][str]	0.2216		LINE>L1>L1MDa[chr13:80707168-80707819]	D13S317
mh13SCUZJ-0227626.v1	329	4.559	[length][repeat][str]			LTR>ERV1>HERVH-int[chr13:86361942-86362447];LTR>ERV1>HERVH-int[chr13:86362449-86363109]	D13S317
mh13SCUZJ-0227626.v2	289	4.559	[length][repeat][str]			LTR>ERV1>HERVH-int[chr13:86362449-86363109]	D13S317
mh13SCUZJ-0230728	110	1.0	[indel][str]	0.3688			D13S317
mh13SCUZJ-0255446.v1	328	6.919	[indel][length][repeat]	0.08396		SINE>Alu>AluSq2[chr13:95335442-95335748]	
mh13SCUZJ-0255446.v2	180	4.736	[indel][repeat]	0.08396		SINE>Alu>AluSq2[chr13:95335442-95335748]	
mh13SCUZJ-0279353	341	8.805	[length]				
mh13SCUZJ-0285465	275	4.027	[indel][length][repeat]	0.1938		SINE>Alu>AluY[chr13:104356302-104356612]	
mh13SCUZJ-0297911	301	6.396	[length][repeat]			LTR>ERVL-MaLR>MLT1C[chr13:107362259-107362704]	
mh13SCUZJ-0304208	161	2.014	[indel]	0.0309			
mh13SCUZJ-0312967	167	4.629	[repeat]			SINE>Alu>AluY[chr13:110452120-110452461]	
mh13SCUZJ-0331109	333	1.01	[length]				
mh13SCUZJ-0333799	190	4.146	[repeat]			LTR>ERVK>LTR5A[chr13:114181910-114182938]	
mh13USC-13qA.v3	279	12.97	[length]				
mh13USC-13qC	19	3.087	[str]				D13S317
mh13WL-001.v2	299	12.45	[length]				
mh13WL-001.v4	299	12.436	[length]				
mh13WL-008.v1	153	1.0	[indel]	0.04713			
mh13WL-008.v2	270	1.0	[indel][length]	0.04713			
mh13WL-013.v2	284	4.086	[length]				
mh13WL-016	170	3.365	[str]				D13S317
mh13WL-017	185	3.227	[str]				D13S317
mh13WL-027	299	3.933	[length]				
mh13WL-028	237	3.513	[str]				D13S317
mh13WL-029	284	4.694	[length]				
mh13WL-030	284	4.333	[length][str]				D13S317
mh13WL-032	135	1.0	[indel]	0.2321			
mh13WL-033	153	3.735	[indel][str]	0.1536			D13S317
mh13WL-034	177	1.303	[indel]	0.04426			
mh13WL-035	137	1.695	[indel]	0.02033			
mh13WL-043	176	3.298	[str]				D13S317
mh13ZBF-001	77	1.457	[indel]	0.4701			
mh13ZHA-002	221	3.809	[repeat]			LTR>ERVL-MaLR>THE1D[chr13:102477985-102478360]	
mh14CP-003	36	3.258	[repeat]			LINE>L1>L1MA2[chr14:32685754-32686595]	
mh14CP-004	43	2.909	[repeat]			LINE>L1>L1PA7[chr14:38975192-38981648]	
mh14KK-101	96	1.754	[repeat]			LINE>L1>L1MEh[chr14:105542670-105543341]	
mh14KK-227.v3	326	6.059	[length]				
mh14LW-36	71	2.794	[repeat]			LTR>ERVL-MaLR>THE1A[chr14:41312657-41313012]	
mh14SCUZJ-0004208	312	11.719	[length][repeat]			LTR>ERVK>LTR5A[chr14:20241555-20242578]	
mh14SCUZJ-0022925	177	5.404	[repeat]			SINE>Alu>AluY[chr14:24158754-24159059]	
mh14SCUZJ-0035232	314	6.688	[length]				
mh14SCUZJ-0039088	338	2.61	[indel][length]	0.05692			
mh14SCUZJ-0040957.v1	195	6.777	[repeat]			SINE>Alu>AluY[chr14:31073209-31073503]	
mh14SCUZJ-0040957.v2	319	11.64	[length][repeat]			SINE>Alu>AluY[chr14:31073209-31073503]	
mh14SCUZJ-0050462	344	4.557	[length]				
mh14SCUZJ-0072608	340	3.546	[length][repeat]			LINE>L1>L1PA17[chr14:41031269-41033343]	
mh14SCUZJ-0080108	269	3.755	[length][repeat]			LINE>L1>L1PA3[chr14:42910048-42910900]	
mh14SCUZJ-0080546	304	4.799	[length][repeat]			LINE>L1>L1PA3[chr14:42967511-42973555]	
mh14SCUZJ-0105332.v1	249	6.172	[repeat]			SINE>Alu>AluYk3[chr14:50853147-50853454]	
mh14SCUZJ-0105332.v2	332	8.124	[length][repeat]			SINE>Alu>AluYk3[chr14:50853147-50853454]	
mh14SCUZJ-0167395	245	1.758	[indel][repeat]	0.2754		SINE>Alu>AluYc[chr14:72980584-72980855]	
mh14SCUZJ-0172480	271	5.103	[length]				
mh14SCUZJ-0187337	275	2.353	[indel][length][repeat]	0.1324		LINE>L1>L1MC5[chr14:80053017-80053052];LINE>L1>L1MC5[chr14:80053101-80053270];LINE>L1>L1MC5[chr14:80053299-80053550]	
mh14SCUZJ-0215156	280	3.754	[indel][length][repeat]	0.1431		LTR>ERVL-MaLR>MLT1C[chr14:88945579-88946003]	
mh14SCUZJ-0229993	295	1.593	[indel][length][repeat]	0.4106		SINE>Alu>AluSx1[chr14:93146788-93147094]	
mh14SCUZJ-0235514	144	3.9	[indel]	0.3166			
mh14SCUZJ-0250160	329	7.954	[length][repeat]			SINE>Alu>AluY[chr14:97799023-97799330];LINE>L1>L1MA7[chr14:97799479-97799619]	
mh14SCUZJ-0253455	150	3.182	[repeat]			SINE>Alu>AluSc8[chr14:98350900-98351191]	
mh14SCUZJ-0275315	329	5.222	[length][repeat]			LINE>L1>L1MA4A[chr14:104918646-104918949];LTR>ERV1>LTR71B[chr14:104918949-104919548]	
mh14SCUZJ-0276033	297	2.062	[length]				
mh14SHY-001	183	4.329	[repeat]			LINE>L1>L1P4[chr14:38931680-38931768];LINE>L1>L1PA16[chr14:38931761-38934159]	
mh14SHY-003.v3	272	6.977	[length]				
mh14SHY-003.v5	273	4.915	[length]				
mh14WL-003.v2	348	3.177	[length]				
mh14WL-004.v1	110	3.617	[indel]	0.009604			
mh14WL-005.v2	260	3.956	[repeat]			LINE>L1>L1MB7[chr14:92467905-92468853]	
mh14WL-010.v1	55	1.0	[indel]	0.008294			
mh14WL-010.v2	274	1.0	[indel][length]	0.03119			
mh14WL-013.v2	286	3.694	[length]				
mh14WL-030.v1	278	3.459	[length]				
mh14WL-030.v2	271	6.361	[length]				
mh14WL-032	233	3.552	[repeat]			LINE>RTE-BovB>MamRTE1[chr14:30773307-30773870]	
mh14WL-033	267	3.238	[length]				
mh14WL-035	161	2.256	[indel]	0.2499			
mh14WL-037	162	1.071	[indel]	0.1667			
mh14WL-043.v2	334	6.187	[indel][length]	0.006379			
mh14ZHA-003	8	2.397	[repeat]			LTR>ERVL>MLT2B1[chr14:71785056-71785561]	
mh14ZHA-006	327	1.0	[length]				
mh15CP-001	5	3.099	[indel]	0.4048			
mh15CP-003	44	2.035	[repeat]			LINE>L1>L1MC4[chr15:47830899-47831306]	
mh15CP-004	48	2.214	[lowcomplex]		A-rich		
mh15KK-058	303	2.202	[length]				
mh15KK-066.v3	271	3.624	[length]				
mh15LS-15qE	127	2.456	[str]				Penta E
mh15LS-15qF	174	2.979	[str]				Penta E
mh15LW-39	80	3.5	[repeat]			LTR>ERVL-MaLR>MLT1A[chr15:61400164-61400474]	
mh15PK-75170	67	2.173	[indel][repeat]	0.006565		LTR>ERV1>LTR12_[chr15:24801999-24802597]	
mh15SCUZJ-0008964	348	6.685	[length][repeat]			LINE>L1>L1MD3[chr15:24173517-24173667]	
mh15SCUZJ-0023436	342	3.93	[length]				
mh15SCUZJ-0026421	234	2.891	[repeat]			LINE>L1>L1PA10[chr15:26150896-26155895]	
mh15SCUZJ-0051888	342	10.63	[length][repeat]			LINE>L1>L1MA2[chr15:34121638-34121725];LTR>ERV1>LTR2B[chr15:34121725-34122182]	
mh15SCUZJ-0054004	269	2.063	[length]				
mh15SCUZJ-0094561	329	10.932	[length][repeat]			SINE>Alu>AluSc8[chr15:51355511-51355822];LTR>ERV1>MER41B[chr15:51355822-51355926];SINE>Alu>AluSc8[chr15:51355926-51356223]	
mh15SCUZJ-0124652	268	4.167	[length][repeat]			LINE>CR1>L3[chr15:58500364-58501055]	
mh15SCUZJ-0164271	318	3.709	[length]				
mh15SCUZJ-0167260	349	7.412	[length]				
mh15SCUZJ-0167648	287	2.021	[length]				
mh15SCUZJ-0170974	152	4.023	[indel][repeat]	0.3836		SINE>Alu>AluY[chr15:77861145-77861455]	
mh15SCUZJ-0171138	339	10.93	[length]				
mh15SCUZJ-0181927	305	4.406	[length][repeat]			LINE>L1>L1PA3[chr15:79710987-79713867]	
mh15SCUZJ-0195140	346	9.525	[indel][length]	0.01467			
mh15SCUZJ-0204760.v1	273	12.252	[length][repeat][str]			LTR>ERVL-MaLR>THE1B[chr15:87161061-87161426];SINE>Alu>AluJr4[chr15:87161447-87161754]	Penta E
mh15SCUZJ-0204760.v2	240	7.466	[repeat][str]			LTR>ERVL-MaLR>THE1B[chr15:87161061-87161426];SINE>Alu>AluJr4[chr15:87161447-87161754]	Penta E
mh15SCUZJ-0214236	295	4.115	[length][str]				Penta E
mh15SCUZJ-0216291	291	3.479	[length][repeat][str]			LTR>ERVK>LTR5A[chr15:90346560-90347586]	Penta E
mh15SCUZJ-0230315	301	2.707	[indel][length][repeat][str]	0.02962		SINE>Alu>AluY[chr15:93345565-93345874]	Penta E
mh15SCUZJ-0231729	329	7.836	[length][repeat][str]			LINE>L1>L1MEd[chr15:93447931-93448207];SINE>Alu>AluY[chr15:93448207-93448511]	Penta E
mh15SCUZJ-0236854	340	5.34	[length][repeat][str]			LTR>ERVL-MaLR>THE1B[chr15:94502294-94502486];LINE>L1>L1MC5[chr15:94502500-94502983]	Penta E
mh15SCUZJ-0244385	217	3.814	[repeat][str]			LTR>ERV1>HERVH-int[chr15:96872685-96872903]	Penta E
mh15SCUZJ-0251770.v1	201	12.515	[indel][repeat][str]	0.01853		SINE>Alu>AluY[chr15:98328027-98328326]	Penta E
mh15SCUZJ-0251770.v2	133	6.098	[indel][repeat][str]	0.01853		SINE>Alu>AluY[chr15:98328027-98328326]	Penta E
mh15SCUZJ-0255931.v1	249	9.384	[indel][repeat][str]	0.1007		SINE>Alu>AluYa5[chr15:99387060-99387359]	Penta E
mh15SCUZJ-0255931.v2	101	5.818	[indel][repeat][str]	0.02463		SINE>Alu>AluYa5[chr15:99387060-99387359]	Penta E
mh15SCUZJ-0266423	288	1.021	[length][str]				Penta E
mh15SCUZJ-0267777	242	15.363	[repeat][str]			SINE>Alu>AluY[chr15:100789738-100790039]	Penta E
mh15SHY-001.v1	147	4.407	[indel]	0.008961			
mh15SHY-001.v2	190	4.285	[indel]	0.008961			
mh15SHY-001.v3	120	4.387	[indel]	0.008961			
mh15SHY-003	194	4.537	[str]				Penta E
mh15SHY-004.v1	117	5.388	[str]				Penta E
mh15SHY-004.v2	86	5.085	[str]				Penta E
mh15SHY-004.v3	317	10.081	[length][str]				Penta E
mh15USC-15qD	51	2.842	[str]				Penta E
mh15WL-001.v2	299	10.676	[length]				
mh15WL-001.v4	299	10.7	[length]				
mh15WL-002	142	1.0	[str]				Penta E
mh15WL-013	61	1.935	[indel]	0.007199			
mh15WL-031.v1	152	4.887	[str]				Penta E
mh15WL-031.v2	209	6.117	[str]				Penta E
mh15WL-032	173	4.265	[str]				Penta E
mh15WL-033	141	2.609	[lowcomplex]		A-rich		
mh15WL-035	198	3.674	[str]				Penta E
mh15WL-036	178	3.772	[str]				Penta E
mh15WL-038	172	3.684	[str]				Penta E
mh15ZBF-001	78	1.949	[indel][repeat]	0.1734		LINE>L1>L1MC4a[chr15:37387957-37388439]	
mh16KK-011.v1	187	5.573	[str]				D16S539
mh16KK-011.v2	198	5.573	[str]				D16S539
mh16KK-011.v3	185	4.291	[str]				D16S539
mh16KK-011.v4	288	4.846	[length][str]				D16S539
mh16KK-011.v5	187	5.514	[str]				D16S539
mh16KK-061	50	2.575	[str]				D16S539
mh16KK-062	298	2.359	[length][str]				D16S539
mh16KK-096	38	1.368	[str]				D16S539
mh16KK-255.v1	143	3.709	[repeat][str]			LINE>L1>L1ME4b[chr16:81936862-81937375]	D16S539
mh16KK-255.v2	144	3.96	[repeat][str]			LINE>L1>L1ME4b[chr16:81936862-81937375]	D16S539
mh16KK-255.v3	193	3.994	[indel][repeat][str]	0.01014		LINE>L1>L1ME4b[chr16:81936862-81937375]	D16S539
mh16KK-255.v4	96	3.643	[str]				D16S539
mh16KK-259.v1	248	9.013	[str]				D16S539
mh16KK-259.v2	248	9.013	[str]				D16S539
mh16KK-259.v3	231	9.043	[str]				D16S539
mh16KK-259.v4	331	10.464	[indel][length][str]	0.01148			D16S539
mh16KK-259.v5	192	5.565	[str]				D16S539
mh16KK-259.v6	68	5.31	[str]				D16S539
mh16KK-262.v1	246	5.176	[str]				D16S539
mh16KK-262.v2	258	5.194	[str]				D16S539
mh16LS-16pA	156	2.722	[indel]	0.08748			
mh16LS-16qC	129	2.664	[str]				D16S539
mh16LW-40	64	2.574	[indel][repeat]	0.00922		SINE>Alu>AluSx[chr16:13003576-13003859];SINE>Alu>AluSx[chr16:13003891-13003909]	
mh16PK-83362	50	2.307	[repeat][str]			LTR>ERV1>LTR1A1[chr16:77998732-77999535]	D16S539
mh16PK-83483	71	2.976	[str]				D16S539
mh16PK-83544	64	2.678	[str]				D16S539
mh16SCUZJ-0001338	345	4.631	[length][repeat]			SINE>Alu>AluY[chr16:385310-385610];SINE>Alu>AluY[chr16:385618-385923]	
mh16SCUZJ-0020639	315	5.298	[length][repeat]			SINE>Alu>AluY[chr16:4706221-4706536]	
mh16SCUZJ-0025649	317	4.473	[length]				
mh16SCUZJ-0039596	256	2.983	[indel]	0.4473			
mh16SCUZJ-0054196.v1	322	7.816	[length][repeat]			LTR>ERV1>HERVH-int[chr16:7818232-7818735]	
mh16SCUZJ-0054196.v2	59	4.507	[repeat]			LTR>ERV1>HERVH-int[chr16:7818232-7818735]	
mh16SCUZJ-0073152	267	4.236	[length][repeat]			SINE>Alu>AluSp[chr16:10335960-10336263]	
mh16SCUZJ-0076203	336	5.347	[length][repeat]			LTR>ERVK>LTR5A[chr16:10829448-10830485]	
mh16SCUZJ-0095877	316	9.216	[indel][length][repeat]	0.1524		SINE>Alu>AluSx[chr16:13196811-13197091]	
mh16SCUZJ-0109918	346	4.979	[length][repeat]			SINE>Alu>AluJb[chr16:19381981-19382275]	
mh16SCUZJ-0113007	211	6.546	[repeat]			SINE>Alu>AluSq2[chr16:20403279-20403588]	
mh16SCUZJ-0162779	286	1.206	[length][repeat]			LTR>ERVL>MER74A[chr16:55761291-55761767]	
mh16SCUZJ-0168034	331	4.547	[indel][length][repeat]	0.01674		LINE>L1>L1ME4b[chr16:56992882-56993133];LINE>L1>L1MC4a[chr16:56993117-56993834]	
mh16SCUZJ-0175150	213	1.0	[indel]	0.4781			
mh16SCUZJ-0177628	323	3.7	[length][repeat]			LINE>L1>L1PA3[chr16:58977510-58983531]	
mh16SCUZJ-0181739	77	2.889	[repeat]			LINE>L1>L1PB4[chr16:60017990-60020813]	
mh16SCUZJ-0184423	291	2.238	[indel][length]	0.07731			
mh16SCUZJ-0187537	322	10.304	[length][repeat]			LINE>L1>L1MA9[chr16:62329722-62330559]	
mh16SCUZJ-0196761	311	3.608	[indel][length]	0.07069			
mh16SCUZJ-0206613	336	3.554	[indel][length][repeat]	0.05495		SINE>Alu>AluSx1[chr16:73105469-73105763]	
mh16SCUZJ-0227793	131	4.281	[repeat][str]			SINE>Alu>AluSg7[chr16:77802338-77802615]	D16S539
mh16SCUZJ-0228342	297	6.453	[length][str]				D16S539
mh16SCUZJ-0240418	195	3.994	[str]				D16S539
mh16SCUZJ-0243523	310	11.285	[indel][length][str]	0.03622			D16S539
mh16SCUZJ-0250647	345	3.863	[indel][length][repeat][str]	0.2824		LTR>ERVL-MaLR>MLT1B[chr16:79973025-79973398]	D16S539
mh16SCUZJ-0260785	291	6.831	[length][str]				D16S539
mh16SCUZJ-0262867	179	6.284	[repeat][str]			SINE>Alu>AluSz[chr16:81398415-81398723]	D16S539
mh16SCUZJ-0289826	219	4.15	[str]				D16S539
mh16SCUZJ-0296189	246	7.251	[indel][repeat][str]	0.02981		SINE>Alu>AluY[chr16:84946477-84946788];LINE>L1>L1MC4[chr16:84946788-84947135]	D16S539
mh16SCUZJ-0301834	204	3.522	[str]				D16S539
mh16SCUZJ-0309391	340	4.291	[indel][length][str]	0.3049			D16S539
mh16SCUZJ-0313802	226	2.561	[str]				D16S539
mh16SCUZJ-0320702	321	1.0	[indel][length][str]	0.08009			D16S539
mh16SCUZJ-0328951.v1	53	1.0	[str]				D16S539
mh16SCUZJ-0328951.v2	344	1.365	[length][repeat][str]			SINE>Alu>AluJo[chr16:89648744-89649050]	D16S539
mh16SHY-001	188	3.328	[repeat]			SINE>Alu>AluSg4[chr16:24831368-24831675]	
mh16SHY-003	191	3.912	[repeat][str]			LTR>ERVL>LTR16C[chr16:86450651-86451153]	D16S539
mh16USC-16qB	89	3.151	[str]				D16S539
mh16WL-010.v1	64	1.0	[indel][str]	0.2381			D16S539
mh16WL-010.v2	249	1.0	[indel][str]	0.2381			D16S539
mh16WL-011	138	1.423	[indel]	0.03458			
mh16WL-013.v1	191	4.064	[str]				D16S539
mh16WL-013.v2	205	4.195	[str]				D16S539
mh16WL-021	63	4.385	[str]				D16S539
mh16WL-029	262	1.026	[length]				
mh16WL-032	300	4.338	[length]				
mh16WL-034	61	3.792	[str]				D16S539
mh16WL-037	200	4.138	[str]				D16S539
mh16WL-038	125	8.59	[str]				D16S539
mh16WL-039	126	2.635	[indel]	0.09151			
mh16WL-040.v2	335	10.179	[length][repeat]			LTR>ERV1>LTR7B[chr16:8833042-8833468]	
mh16WL-041	200	4.188	[indel]	0.4125			
mh16WL-042	199	3.822	[str]				D16S539
mh16WL-043	155	3.672	[str]				D16S539
mh16WL-044	159	3.275	[str]				D16S539
mh16WL-047	187	3.698	[str]				D16S539
mh16WL-049	94	3.474	[repeat]			LTR>ERVL>LTR52[chr16:59849600-59849646]	
mh16WL-050	175	1.955	[indel]	0.1337			
mh16ZHA-003	419	2.316	[length][repeat]			SINE>Alu>AluJb[chr16:12624500-12624807]	
mh16ZHA-004	313	3.19	[length][repeat]			SINE>Alu>AluY[chr16:12629940-12630243]	
mh16ZHA-006	176	2.671	[str]				D16S539
mh16ZHA-009	112	2.173	[str]				D16S539
mh17CP-005	45	3.385	[indel][repeat]	0.01311		SINE>Alu>AluSq[chr17:19715693-19716006]	
mh17CP-006	50	3.089	[repeat]			LINE>L1>L1ME1[chr17:15385561-15385951]	
mh17LW-44	69	1.79	[repeat]			LTR>ERVK>LTR13[chr17:43323117-43324160]	
mh17SCUZJ-0003983	172	3.923	[indel][repeat]	0.13		LINE>L2>L2c[chr17:602038-602389]	
mh17SCUZJ-0013421	277	2.603	[indel][length][repeat]	0.09556		SINE>Alu>AluSz[chr17:1789481-1789779]	
mh17SCUZJ-0017214.v1	286	8.689	[indel][length][repeat]	0.03505		SINE>Alu>AluSg[chr17:2831923-2832228];SINE>Alu>AluY[chr17:2832276-2832583]	
mh17SCUZJ-0017214.v2	324	7.626	[length][repeat]			SINE>Alu>AluY[chr17:2832276-2832583]	
mh17SCUZJ-0025813	325	7.711	[indel][length][repeat]	0.4952		SINE>Alu>AluSc[chr17:4481878-4482185]	
mh17SCUZJ-0034123	313	4.565	[length]				
mh17SCUZJ-0044896	260	5.287	[repeat]			SINE>Alu>AluJo[chr17:9812619-9812902];LTR>ERVL-MaLR>MLT1A0[chr17:9812902-9813115]	
mh17SCUZJ-0056311	148	1.0	[indel]	0.03135			
mh17SCUZJ-0068277	203	4.921	[repeat]			LINE>L1>L1MC1[chr17:14311387-14311692]	
